Id,Vendor,Product,Version,Type,End-Of-Life
3696,Oracle Corporation,Oracle Clinical Remote Data Capture Option 4.x,4.x,2,0
3697,Oracle Corporation,Oracle Forms and Reports 11.x,11.x,2,0
3698,Oracle Corporation,TrueZIP 6.x,6.x,2,0
3699,Oracle Corporation,Oracle Fusion Middleware MapViewer 11.x,11.x,2,0
3700,Oracle Corporation,Oracle Beehive 2.x,2.x,2,0
3701,Oracle Corporation,Sun Role Manager 4.x,4.x,2,0
3702,Oracle Corporation,Oracle Event Processing 11.x,11.x,2,0
3703,Oracle Corporation,Oracle Mojarra (formerly Sun JavaServer Faces (JSF)) 1.x,1.x,2,0
3704,Oracle Corporation,Oracle WebLogic Server 8.x,8.x,2,1
3705,Oracle Corporation,Oracle Communications Order and Service Management 6.x,6.x,2,-1
3706,Oracle Corporation,Oracle WebCenter Content 10.x,10.x,2,0
3707,Oracle Corporation,Oracle Solaris Studio 12.x,12.x,2,0
3708,Oracle Corporation,Oracle Demantra Demand Management 12.x,12.x,2,0
3709,Oracle Corporation,Oracle StarOffice/StarSuite 8.x,8.x,2,1
3710,Oracle Corporation,Oracle FLEXCUBE Private Banking 1.x,1.x,2,0
3711,Oracle Corporation,Oracle Mobile Security Suite 3.x,3.x,2,0
3712,Oracle Corporation,Oracle Times-Ten In-Memory Database 7.x,7.x,2,-1
3713,Oracle Corporation,Oracle SQL Developer 3.x,3.x,2,0
3714,Oracle Corporation,Oracle iLearning 6.x,6.x,2,0
3715,Oracle Corporation,Oracle Business Intelligence 10.x,10.x,2,0
3716,Oracle Corporation,Oracle Hyperion Planning 4.x,4.x,2,-1
3717,Oracle Corporation,Oracle Business Process Management 11.x,11.x,2,0
3718,Oracle Corporation,Oracle Auto Service Request 4.x,4.x,2,0
3719,Oracle Corporation,Oracle PeopleSoft Enterprise Campus Solutions 9.x,9.x,2,0
3720,Oracle Corporation,Oracle Access Manager 10.x,10.x,2,0
3721,Oracle Corporation,Sun Java System Message Queue 4.x,4.x,2,0
3722,Oracle Corporation,Oracle JDeveloper 12.x,12.x,2,0
3723,Oracle Corporation,Oracle Identity Manager 11g,,2,0
3724,Oracle Corporation,Oracle Communications Unified Inventory Management 7.x,7.x,2,0
3725,Oracle Corporation,Oracle Mojarra 2.x,2.x,2,0
3726,Oracle Corporation,Oracle WebCenter Sites 11.x,11.x,2,0
3727,Oracle Corporation,Oracle Fusion Middleware MapViewer 10.x,10.x,2,0
3728,Oracle Corporation,Oracle Transportation Management 6.x,6.x,2,0
3729,Oracle Corporation,Oracle Application Express 4.x,4.x,2,0
3730,Oracle Corporation,Oracle GoldenGate Veridata 3.x,3.x,2,0
3731,Oracle Corporation,Oracle WebCenter Portal 11.x,11.x,2,0
3732,Oracle Corporation,Oracle StorageTek Storage Archive Manager 5.x,5.x,2,0
3733,Oracle Corporation,Oracle 7.x,,2,-1
3734,Oracle Corporation,Oracle Identity Analytics 11.x,11.x,2,0
3735,Oracle Corporation,Oracle Hyperion Common Admin 11.x,11.x,2,0
3736,Oracle Corporation,Oracle Communications Order and Service Management 2.x,2.x,2,-1
3737,Oracle Corporation,Oracle Enterprise Manager 10.x,10.x,2,-1
3738,Oracle Corporation,Oracle Communications Network Charging and Control 5.x,5.x,2,0
3739,Oracle Corporation,Oracle Business Process Management 10.x,10.x,2,0
3740,Oracle Corporation,Oracle WebLogic Server 12.x,12.x,2,0
3741,Oracle Corporation,Oracle Database 11.x,11.x,2,-1
3742,Oracle Corporation,Oracle Demantra Demand Management 7.x,7.x,2,0
3743,Oracle Corporation,Oracle GoldenGate 11.x,11.x,2,0
3744,Oracle Corporation,Oracle Database 9.x,9.x,2,0
3745,Oracle Corporation,Oracle AutoVue AutoVueXCtrl ActiveX Control 20.x,20.x,2,0
3746,Oracle Corporation,Oracle Retail Invoice Matching 13.x,13.x,2,0
3747,Oracle Corporation,Oracle Mobile Security Suite 2.x,2.x,2,0
3748,Oracle Corporation,Oracle iLearning 5.x,5.x,2,0
3749,Oracle Corporation,Oracle WebLogic Server 11.x,11.x,2,0
3750,Oracle Corporation,Oracle iPlanet Web Proxy Server 4.x,4.x,2,0
3751,Oracle Corporation,Oracle Primavera P6 Enterprise Project Portfolio Management 8.x,8.x,2,0
3752,Oracle Corporation,Oracle Real Application Clusters (RAC) 11g,11g,2,-1
3753,Oracle Corporation,Sun Java Communications Suite 7.x,7.x,2,0
3754,Oracle Corporation,Oracle StarOffice/StarSuite 7.x,7.x,2,1
3755,Oracle Corporation,Oracle WebCenter Sites 7.x,7.x,2,0
3756,Oracle Corporation,Oracle PeopleSoft Enterprise Performance Management (EPM) 9.x,9.x,2,0
3757,Oracle Corporation,Sun Java JRE 1.4.x / 4.x,1.4.x,2,1
3758,Oracle Corporation,Oracle Transportation Management 5.x,5.x,2,0
3759,Oracle Corporation,Oracle SOA Suite 11.x,11.x,2,0
3760,Oracle Corporation,Oracle Siebel SimBuilder 7.x,7.x,2,-1
3761,Oracle Corporation,Oracle Primavera P6 Web Services 7.x,7.x,2,0
3762,Oracle Corporation,Oracle Internet Directory  11.x,11.x,2,0
3763,Oracle Corporation,Sun QFS 5.x,5.x,2,0
3764,Oracle Corporation,Oracle Java JRE 1.8.x / 8.x,8.x,2,0
3765,Oracle Corporation,Oracle Application Express 2.x,2.x,2,-1
3766,Oracle Corporation,Oracle Database 8.x,8.x,2,-1
3767,Oracle Corporation,Oracle PeopleSoft HCM eCompensation 9.x,9.x,2,0
3768,Oracle Corporation,Oracle Rdb 7.x,,2,-1
3769,Oracle Corporation,Oracle Document Capture 10.x,10.x,2,-1
3770,Oracle Corporation,Oracle Enterprise Manager 9.x,9.x,2,-1
3771,Oracle Corporation,Oracle Communications Interactive Session Recorder 4.x,4.x,2,0
3772,Oracle Corporation,Oracle Business Process Management 6.x,6.x,2,0
3773,Oracle Corporation,Oracle HTTP Server 9.x,9.x,2,-1
3774,Oracle Corporation,Oracle Applications 10.x,,2,-1
3775,Oracle Corporation,jdeexpimp ActiveX Control 9.x,9.x,2,0
3776,Oracle Corporation,Oracle Data Mart Suite,,2,-1
3777,Oracle Corporation,Oracle AutoVue 20.x,20.x,2,0
3778,Oracle Corporation,Oracle Retail Invoice Matching 12.x,12.x,2,0
3779,Oracle Corporation,Oracle9i Developer Suite,,2,-1
3780,Oracle Corporation,Oracle WebLogic Portal 10.x,10.x,2,0
3781,Oracle Corporation,Oracle Portal 11.x,11.x,2,0
3782,Oracle Corporation,Sun Storage Common Array Manager 6.x,6.x,2,0
3783,Oracle Corporation,Oracle GlassFish Server 3.x,3.x,2,0
3784,Oracle Corporation,VANTREE ActiveX Control 1.x,1.x,2,0
3785,Oracle Corporation,Oracle Database Instant Client 9.x,9.x,2,-1
3786,Oracle Corporation,Oracle FLEXCUBE Direct Banking 5.x,5.x,2,0
3787,Oracle Corporation,Oracle Siebel Option Pack for IE 7.x,7.x,2,0
3788,Oracle Corporation,Oracle WebCenter Sites 6.x,6.x,2,0
3789,Oracle Corporation,Oracle OpenOffice 3.x (previously StarOffice/StarSuite 9.x),3.x,2,0
3790,Oracle Corporation,Oracle PeopleSoft Enterprise Performance Management (EPM) 8.x,8.x,2,0
3791,Oracle Corporation,Oracle Communications Session Monitor 3.x,3.x,2,0
3792,Oracle Corporation,Oracle Primavera P6 Web Services 6.x,6.x,2,0
3793,Oracle Corporation,Oracle Application Express 1.x,1.x,2,-1
3794,Oracle Corporation,Oracle9i Database Enterprise Edition,9i,2,1
3795,Oracle Corporation,Oracle HTTP Server 12.x,12.x,2,0
3796,Oracle Corporation,Oracle Secure Global Desktop 4.x,4.x,2,0
3797,Oracle Corporation,Oracle Virtual Compute Appliance,,1,0
3798,Oracle Corporation,Oracle FLEXCUBE Direct Banking 4.x,4.x,2,0
3799,Oracle Corporation,Oracle Business Process Management 5.x,5.x,2,0
3800,Oracle Corporation,Oracle HTTP Server 8.x,8.x,2,-1
3801,Oracle Corporation,Oracle Applications 11.x,,2,-1
3802,Oracle Corporation,Oracle PeopleSoft Enterprise Services Procurement 9.x,9.x,2,0
3803,Oracle Corporation,Oracle Retail Invoice Matching 11.x,11.x,2,0
3804,Oracle Corporation,Oracle Developer Suite 10g,10g,2,-1
3805,Oracle Corporation,Oracle Java JRE 1.7.x / 7.x,7.x,2,0
3806,Oracle Corporation,Hyperion Analyzer 7.x,7.x,2,-1
3807,Oracle Corporation,Oracle WebLogic Portal 8.x,8.x,2,0
3808,Oracle Corporation,Oracle Java JDK 1.5.x / 5.x,1.5.x,2,1
3809,Oracle Corporation,Oracle Database Lite 10.x,10.x,2,0
3810,Oracle Corporation,SQL*PLUS 10.x,10.x,2,-1
3811,Oracle Corporation,Oracle Communications Unified 7.x,7.x,2,0
3812,Oracle Corporation,VANPALLET ActiveX Control 1.x,1.x,2,0
3813,Oracle Corporation,Oracle Communications Application Session Controller 3.x,3.x,1,0
3814,Oracle Corporation,Oracle Database Instant Client 11.x,11.x,2,-1
3815,Oracle Corporation,Oracle Database 12.x,12.x,2,0
3816,Oracle Corporation,Oracle JDeveloper 10g,,2,0
3817,Oracle Corporation,Oracle JavaFX 1.x,1.x,2,0
3818,Oracle Corporation,VirtualBox Guest Additions 4.x,4.x,2,0
3819,Oracle Corporation,Oracle PeopleSoft Enterprise Campus Solutions 8.x,8.x,2,0
3820,Oracle Corporation,MySQL Enterprise Monitor 3.x,3.x,2,0
3821,Oracle Corporation,Oracle Hyperion Strategic Finance Formula One ActiveX Control 6.x,6.x,2,0
3822,Oracle Corporation,Oracle InForm Portal 4.x,4.x,2,0
3823,Oracle Corporation,OpenSolaris 2009.06,,1,0
3824,Oracle Corporation,Oracle Primavera P6 Enterprise Project Portfolio Management 7.x,7.x,2,0
3825,Oracle Corporation,Oracle Siebel Life Sciences 8.x,8.x,2,0
3826,Oracle Corporation,Oracle9i Database Standard Edition,9i,2,1
3827,Oracle Corporation,Oracle PeopleSoft Enterprise Learning Management 9.x,9.x,2,0
3828,Oracle Corporation,Oracle Health Sciences InForm GTM 6.x,6.x,2,0
3829,Oracle Corporation,VanPipeline ActiveX Control 1.x,1.x,2,0
3830,Oracle Corporation,Oracle Identity Manager Connector for Database User Management 9.x,9.x,2,0
3831,Oracle Corporation,Oracle Solaris Cluster 4.x,4.x,2,0
3832,Oracle Corporation,Oracle SQL Developer 2.x,2.x,2,0
3833,Oracle Corporation,Oracle Applications 11i,,2,-1
3834,Oracle Corporation,Oracle Event Processing 2.x,2.x,2,0
3835,Oracle Corporation,Oracle Big Data Appliance,,1,0
3836,Oracle Corporation,Oracle FLEXCUBE Direct Banking 3.x,3.x,2,0
3837,Oracle Corporation,Oracle PeopleSoft Enterprise Human Resource Management System (HRMS) 9.x,9.x,2,0
3838,Oracle Corporation,Oracle Fusion Middleware 12c,12c,2,0
3839,Oracle Corporation,Oracle Retail Invoice Matching 10.x,10.x,2,0
3840,Oracle Corporation,ecNetClient ActiveX Control 5.x,5.x,2,0
3841,Oracle Corporation,Oracle Business Intelligence Enterprise Edition 11.x,11.x,2,0
3842,Oracle Corporation,Oracle Database Mobile Server 11.x,11.x,2,0
3843,Oracle Corporation,VANFIND ActiveX Control 1.x,1.x,2,0
3844,Oracle Corporation,Oracle PeopleSoft Enterprise Applications Portal 9.x,9.x,2,0
3845,Oracle Corporation,Oracle Database Instant Client 10.x,10.x,2,-1
3846,Oracle Corporation,Oracle Hyperion Financial Management 11.x,11.x,2,0
3847,Oracle Corporation,Oracle FLEXCUBE Direct Banking 12.x,12.x,2,0
3848,Oracle Corporation,Oracle PeopleSoft Human Capital Management (HCM) 8.x,8.x,2,0
3849,Oracle Corporation,Oracle Agile PLM (Product Lifecycle Management) 9.x,9.x,2,0
3850,Oracle Corporation,MySQL Enterprise Backup 3.x,3.x,2,0
3851,Oracle Corporation,JavaMail API 1.x,1.x,2,0
3852,Oracle Corporation,Oracle Fusion Middleware 10.x,10.x,2,0
3853,Oracle Corporation,Oracle Hyperion Strategic Finance 11.x,11.x,2,0
3854,Oracle Corporation,Oracle Application Server 10g,,2,-1
3855,Oracle Corporation,Oracle Health Sciences - Oracle Argus Safety 5.x,5.x,2,0
3856,Oracle Corporation,Oracle Primavera P6 Enterprise Project Portfolio Management 6.x,6.x,2,0
3857,Oracle Corporation,Oracle WebLogic Server 9.x,9.x,2,1
3858,Oracle Corporation,Oracle Reports Developer 11.x,11.x,2,0
3859,Oracle Corporation,Oracle iPlanet Web Server 6.x,6.x,2,0
3860,Oracle Corporation,Oracle Data Provider for .NET 10.x,10.x,2,0
3861,Oracle Corporation,Oracle Enterprise Manager 12.x,12.x,2,0
3862,Oracle Corporation,Oracle Health Sciences InForm GTM 5.x,5.x,2,0
3863,Oracle Corporation,VANGRID ActiveX Control 1.x,1.x,2,0
3864,Oracle Corporation,Oracle JavaFX 2.x,2.x,2,0
3865,Oracle Corporation,Oracle FLEXCUBE Universal Banking 11.x,11.x,2,0
3866,Oracle Corporation,TrueZIP 7.x,7.x,2,0
3867,Oracle Corporation,Oracle Application Express 3.x,3.x,2,0
3868,Oracle Corporation,Oracle FLEXCUBE Direct Banking 2.x,2.x,2,0
3869,Oracle Corporation,Oracle Berkeley DB 11.x g,11.x,2,0
3870,Oracle Corporation,Oracle PeopleSoft Enterprise Human Resource Management System (HRMS) 8.x,8.x,2,0
3871,Oracle Corporation,Oracle StorageTek Automated Cartridge System Library Software (ACSLS) 7.x,7.x,2,0
3872,Oracle Corporation,Oracle SPARC Enterprise Server T Series,,1,0
3873,Oracle Corporation,Oracle WebLogic Server 10.x,10.x,2,0
3874,Oracle Corporation,Oracle Session Monitor Suite 3.x,3.x,1,0
3875,Oracle Corporation,Oracle Glassfish Communications Server 2.x,2.x,2,0
3876,Oracle Corporation,shipview ActiveX Control 1.x,1.x,2,0
3877,Oracle Corporation,Oracle Hyperion Essbase Administration Services 11.x,11.x,2,0
3878,Oracle Corporation,Oracle Java JDK 1.8.x / 8.x,8.x,2,0
3879,Oracle Corporation,Oracle Waveset (Sun Java System Identity Manager) 8.x,8.x,2,0
3880,Oracle Corporation,Oracle JRockit,,2,0
3881,Oracle Corporation,Oracle Agile PLM (Product Lifecycle Management) 6.x,6.x,2,0
3882,Red Hat,Red Hat JBoss Enterprise Application Platform 5.x,5.x,2,0
3883,Red Hat,Oracle Java for RHEL Desktop (v. 5 client),5.x,2,0
3884,Red Hat,Red Hat Certificate System 7.x,7.x,2,-1
3885,Red Hat,Red Hat Enterprise Linux Desktop 6,6,1,0
3886,Red Hat,Red Hat Stronghold Web Server 4,4,2,-1
3887,Red Hat,Net-tools 1.x,1.x,2,0
3888,Red Hat,Fedora 11,11,1,-1
3889,Red Hat,Red Hat Subscription Asset Manager 1.x,1.x,2,0
3890,Red Hat,Red Hat Network Satellite Server 5.x,5.x,2,-1
3891,Red Hat,Oracle Java for RHEL (v. 5 server),5.x,2,0
3892,Red Hat,Red Hat Directory Server 7.x,7.x,2,-1
3893,Red Hat,JBoss Communications Platform 5.x,5.x,2,0
3894,Red Hat,Red Hat Enterprise Linux Desktop 5,5,1,-1
3895,Red Hat,Red Hat CloudForms,,2,0
3896,Red Hat,Red Hat Linux Advanced Server 2.1 for Itanium,2.1,1,-1
3897,Red Hat,Fedora Core 5,,1,-1
3898,Red Hat,Red Hat Enterprise Linux WS 4,4,1,-1
3899,Red Hat,JBoss Operations Network 2.x,2.x,2,0
3900,Red Hat,Red Hat JBoss Web Framework Kit 2.x,2.x,2,0
3901,Red Hat,Red Hat Enterprise Linux Server 5,5,1,0
3902,Red Hat,JBoss Communications Platform 1.x,1.x,2,0
3903,Red Hat,Red Hat Application Server v2 EL4,2,2,-1
3904,Red Hat,Spacewalk 2.x,2.x,2,0
3905,Red Hat,Red Hat Enterprise Linux Extras v. 4,4.x,2,-1
3906,Red Hat,Red Hat Enterprise Linux WS 3,3,1,0
3907,Red Hat,Fedora Core 1,1,1,-1
3908,Red Hat,Red Hat Enterprise Linux HPC Node Supplementary (v. 6),6.x,2,0
3909,Red Hat,Fedora 14,14,1,0
3910,Red Hat,Red Hat Enterprise Linux AS 4,4,1,-1
3911,Red Hat,RPM Package Manager 4.x,4.x,2,0
3912,Red Hat,JBoss Enterprise Web Server 2.x,2.x,2,0
3913,Red Hat,Fedora Core 3,,1,-1
3914,Red Hat,RHEL Desktop Workstation 5,5,1,-1
3915,Red Hat,Red Hat Conga 0.x,0.x,2,-1
3916,Red Hat,Red Hat Common for RHEL Server (v. 6),6.x,2,0
3917,Red Hat,Red Hat Enterprise MRG v2 for Red Hat Enterprise Linux (version 6),,2,0
3918,Red Hat,Fedora 13,13,1,1
3919,Red Hat,JBoss Enterprise Web Platform 5.x,5.x,2,0
3920,Red Hat,Red Hat OpenShift Enterprise 2.x,2.x,2,0
3921,Red Hat,Red Hat Enterprise Linux Extras v. 3,3.x,2,-1
3922,Red Hat,Red Hat Enterprise Linux ES 3,3,1,-1
3923,Red Hat,Red Hat Enterprise Linux Workstation Supplementary (v. 6),6.x,2,0
3924,Red Hat,Red Hat Enterprise Linux ES 4,4,1,-1
3925,Red Hat,Red Hat Enterprise Linux AS 2.1,2.1,1,1
3926,Red Hat,Red Hat Linux 7.1,7.1,1,-1
3927,Red Hat,Fedora Core 4,4,1,-1
3928,Red Hat,Fedora 7,,1,-1
3929,Red Hat,Red Hat Linux Advanced Workstation 2.1 for Itanium,2.1,1,-1
3930,Red Hat,Red Hat Enterprise MRG v2 for Red Hat Enterprise Linux (version 5),,2,0
3931,Red Hat,JBoss Enterprise Application Platform 5.x,5.x,2,0
3932,Red Hat,Red Hat OpenShift Enterprise 1.x,1.x,2,0
3933,Red Hat,JBoss Enterprise Application Platform 6.x,6.x,2,0
3934,Red Hat,Red Hat Enterprise Linux AS 3,3,1,-1
3935,Red Hat,Red Hat Enterprise Linux Server Supplementary (v. 6),6.x,2,0
3936,Red Hat,RHEL Desktop Supplementary (v. 5 client),5.x,2,-1
3937,Red Hat,Fedora 9,9,1,-1
3938,Red Hat,Cygwin 4.x,4.x,2,0
3939,Red Hat,Red Hat Linux 6.2,6.2,1,-1
3940,Red Hat,Netscape Directory Server 6.x,6.x,2,-1
3941,Red Hat,Red Hat Software Collections 1.x,1.x,2,0
3942,Red Hat,Red Hat Linux 7.0,7,1,-1
3943,Red Hat,JBoss SOA Platform 5.x,5.x,2,0
3944,Red Hat,RHEL Supplementary (v. 5 server),5.x,2,-1
3945,Red Hat,Red Hat Enterprise IPA v.1 EL5,1.x,2,-1
3946,Red Hat,Oracle Java for Red Hat Enterprise Linux Workstation (v. 6),6.x,2,0
3947,Red Hat,Red Hat Enterprise Linux Server 4,4,1,0
3948,Red Hat,Red Hat Cluster Suite EL4,,2,0
3949,Red Hat,Red Hat Enterprise Linux Desktop Supplementary (v. 6),6.x,2,0
3950,Red Hat,JBoss Enterprise Web Server 1.x,1.x,2,0
3951,Red Hat,Red Hat JBoss A-MQ 6.x,6.x,2,0
3952,Red Hat,Red Hat JBoss Data Grid 6.x,6.x,2,0
3953,Red Hat,Red Hat Linux 7.2,7.2,1,-1
3954,Red Hat,Red Hat JBoss Enterprise Application Platform 4.3.x,4.3.x,2,-1
3955,Red Hat,Fedora Core 6,6,1,-1
3956,Red Hat,Fedora 12,12,1,-1
3957,Red Hat,Red Hat Enterprise MRG v1 for Red Hat Enterprise Linux (version 5),1.x,2,-1
3958,Red Hat,Red Hat JBoss BPM Suite 6.x,6.x,2,0
3959,Red Hat,Red Hat Enterprise Linux Load Balancer (v. 6),6.x,2,0
3960,Red Hat,JBoss Web Framework Kit 1.x,1.x,2,0
3961,Red Hat,Red Hat Linux 8.0,8,1,-1
3962,Red Hat,Red Hat JBoss BRMS 5.x,5.x,2,0
3963,Red Hat,Red Hat Powertools 6,6,2,-1
3964,Red Hat,Red Hat Linux 7.3,7.3,1,-1
3965,Red Hat,Red Hat JBoss Enterprise Application Platform 4.2.x,4.2.x,2,-1
3966,Red Hat,Red Hat JBoss Data Virtualization 6.x,6.x,2,0
3967,Red Hat,Red Hat JBoss Fuse 6.x,6.x,2,0
3968,Red Hat,Red Hat Enterprise MRG v1 for Enterprise Linux ES (version 4),1.x,2,
3969,Red Hat,JBoss SOA Platform 4.x,4.x,2,0
3970,Red Hat,Red Hat JBoss Enterprise Application Platform 6.x,6.x,2,0
3971,Red Hat,Red Hat JBoss BRMS 6.x,6.x,2,0
3972,Red Hat,JBoss Enterprise Web Server EL5,,2,0
3973,Red Hat,Oracle Java for Red Hat Enterprise Linux Server (v. 6),6.x,2,0
3974,Red Hat,JBoss Seam 1.x,1.x,2,0
3975,Red Hat,Fedora 8,8,1,-1
3976,Red Hat,Red Hat Enterprise Linux WS 2.x,2.x,1,1
3977,Red Hat,Red Hat Certificate System 8.x,8.x,2,0
3978,Red Hat,Red Hat Powertools 7.x,7.x,2,-1
3979,Red Hat,Red Hat Enterprise Linux Workstation 6,6,1,0
3980,Red Hat,Logrotate 3.x,3.x,2,0
3981,Red Hat,Red Hat JBoss Portal Platform 5.x,5.x,2,0
3982,Red Hat,RESTEasy 2.x,2.x,2,0
3983,Red Hat,Cygwin 1.x,1.x,2,0
3984,Red Hat,Red Hat Enterprise MRG v1 for Enterprise Linux AS (version 4),1.x,2,-1
3985,Red Hat,JBoss Enterprise Portal Platform 5.x,5.x,2,0
3986,Red Hat,Fuse MQ Enterprise 7.x,7.x,2,0
3987,Red Hat,JBoss Enterprise Web Server EL4,,2,0
3988,Red Hat,Fedora Core 2,,1,-1
3989,Red Hat,Oracle Java for Red Hat Enterprise Linux HPC Node (v. 6),6.x,2,0
3990,Red Hat,Red Hat JBoss Portal Platform 4.x,4.x,2,0
3991,Red Hat,Red Hat JBoss Portal Platform 6.x,6.x,2,0
3992,Red Hat,Red Hat Application Server 3,3,2,-1
3993,Red Hat,Red Hat Enterprise Linux Server EUS 6.5,6.5,1,0
3994,Red Hat,Spacewalk 1.x,1.x,2,0
3995,Red Hat,Red Hat Desktop 4.x,4.x,1,0
3996,Red Hat,Red Hat Directory Server 8.x,8.x,2,-1
3997,Red Hat,Red Hat Enterprise Linux Server 6,6,1,0
3998,Red Hat,JBoss Enterprise Web Server EL6,,2,0
3999,Red Hat,Red Hat Stronghold 4 for Enterprise Linux,4,2,-1
4000,Red Hat,Linux Audit 1.x,1.x,2,-1
4001,Red Hat,Red Hat JBoss Enterprise Application Platform 4.x,4.x,2,0
4002,Red Hat,Red Hat JBoss Fuse Service Works 6.x,6.x,2,0
4003,Red Hat,JBoss Enterprise Portal Platform 4.x,4.x,2,0
4004,Red Hat,Fuse Management Console 1.x,1.x,2,0
4005,Red Hat,Red Hat Network Proxy 5.x,5.x,2,-1
4006,Red Hat,RHEL Optional Productivity Applications (v. 5 server),5.x,2,-1
4007,Red Hat,389 Directory Server (formerly known as Fedora Directory Server) 1.x,1.x,2,0
4008,Red Hat,Fedora 10,10,1,-1
4009,Red Hat,Red Hat JBoss Enterprise Web Server 1.x,1.x,2,0
4010,Red Hat,Oracle Java for Red Hat Enterprise Linux Desktop (v. 6),6.x,2,0
4011,Red Hat,Red Hat Enterprise Linux Server EUS 6.4,6.4.x,1,0
4012,Red Hat,Red Hat Enterprise Linux HPC Node 6,6,1,0
4013,Red Hat,Red Hat Stronghold Web Server 3,3,2,-1
4014,Red Hat,Red Hat Enterprise Linux ES 2.1,2.1,1,1
4015,Red Hat,Red Hat Linux 9,9,1,-1
4016,Red Hat,Red Hat HPC Solution 5.x,5.x,2,0
4017,Red Hat,Fuse ESB Enterprise 7.x,7.x,2,0
4018,Sun Microsystems,Sun Cobalt RaQ 550,,1,-1
4019,Sun Microsystems,Sun Java System Content Delivery Server 4.x,4.x,2,-1
4020,Sun Microsystems,Sun Cluster 2.x,2.x,2,-1
4021,Sun Microsystems,Java API for XML based RPC (JAX-RPC) 1.x,1.x,2,-1
4022,Sun Microsystems,Sun SEAM 1.x,1.x,2,-1
4023,Sun Microsystems,Sun Solaris 1.1.x,,1,-1
4024,Sun Microsystems,Sun Java Web Console 2.x,2.x,2,-1
4025,Sun Microsystems,Oracle Java JDK 1.6.x / 6.x,6.x,2,1
4026,Sun Microsystems,Sun Ray Connector for Windows OS (SRWC) 1.x,1.x,2,1
4027,Sun Microsystems,Sun Java Wireless Toolkit for CLDC 2.x,2.x,2,-1
4028,Sun Microsystems,Sun Java System Messaging Server 6.x,6.x,2,-1
4029,Sun Microsystems,Sun Java System Identity Manager 6.x,6.x,2,-1
4030,Sun Microsystems,Java 2 Micro Edition (J2ME),,2,-1
4031,Sun Microsystems,Sun ONE Directory Server 5.x,5.x,2,-1
4032,Sun Microsystems,Sun Cobalt RaQ 3,,1,-1
4033,Sun Microsystems,Sun Fire B1600 Blade System Chassis,,1,-1
4034,Sun Microsystems,Java Web Start 1.x,1.x,2,-1
4035,Sun Microsystems,Sun Ray Server Software (SRSS) 2.x,2.x,2,-1
4036,Sun Microsystems,Sun Fire X2100/X2200 Series,,1,-1
4037,Sun Microsystems,Sun Lightweight Availability Collection Tool 3.x,3.x,2,-1
4038,Sun Microsystems,Sun Java System Access Manager 7.x,7.x,2,-1
4039,Sun Microsystems,Sun StorEdge Enterprise Storage Manager 2.x,2.x,2,-1
4040,Sun Microsystems,Sun Cobalt RaQ 2,,1,-1
4041,Sun Microsystems,Sun Java SDK 1.1.x,,2,-1
