Vendor,Product,Version,Type,End-Of-Life
GlobalSCAPE,"CuteFTP 5 XP",5.x,2,
GlobalSCAPE,"CuteFTP Pro 7.x",7.x,2,
GlobalSCAPE,"CuteFTP Home 8.x",8.x,2,
GlobalSCAPE,"CuteFTP Pro 1.x",1.x,2,
GlobalSCAPE,"CuteFTP Home 7.x",7.x,2,
GlobalSCAPE,"CuteFTP 4.x",4.x,2,
GlobalSCAPE,"Globalscape Mail Expess 4.x",4.x,2,0
GlobalSCAPE,"Globalscape Mail Expess 3.x",3.x,2,0
GlobeSoft,"MultiNetwork Manager 9.x",9.x,2,
GlobeSoft,"AbuseShield 2.x",2.x,2,0
GlobeSoft,"MultiNetwork Manager 8.x",8.x,2,
GlobeSoft,"MultiNetwork Manager 6.x",6.x,2,
"GlobFX Technologies","Swiff Player 1.x",1.x,2,0
"GloryLogic Software Company","BurnAware Free Edition 1.x",1.x,2,
"GloryLogic Software Company","Image Tuner 3.x",3.x,2,0
"Glu Mobile","SAMURAI vs ZOMBIES DEFENSE 2 1.x",1.x,2,0
"Glu Mobile","GUN BROS 2",1.x,2,0
"Glu Mobile","HEROES OF DESTINY 1.x",1.x,2,0
"Glu Mobile","FRONTLINE COMMANDO: D-DAY 1.x",1.x,2,0
"Glub Tech, Inc.","Glub Tech Secure FTP 2.x",2.x,2,
"Glue Software Corporation","NewsGlue 1.x",1.x,2,
"Glympse Inc","Glympse 2.x",2.x,2,0
"GmbH &amp; Co.","IRacer 3.x",3.x,2,
GMX,"GMX ProfiFax 1.x",1.x,2,
GMX,"GMX MultiMessenger 3.x",3.x,2,
GMX,"GMX SMS Manager 1.x",1.x,2,
GMX,"GMX ProfiFax 2.x",2.x,2,0
GMX,"GMX Upload-Manager 2.x",2.x,2,0
GMX,"GMX Toolbar 1.x",1.x,2,
GMX,"GMX Upload-Manager 2.x",2.x,2,
Gna!,"GNUStep PDFKit Framework 0.x",0.x,2,0
"GNOME Foundation.","GNOME gedit 2.x",2.x,2,0
"GNOME Foundation.","GNOME 2.x",2.x,2,0
"GNOME Foundation.",ORBit2,,2,0
"GNOME Foundation.","Dia 0.x",0.x,2,0
"GNOME Foundation.","GNOME-DB 1.x",1.x,2,0
"GNOME Foundation.","GdkPixbuf 0.x",0.x,2,0
"Gnome Ltd.","Dwarf HTTP Server 1.x",1.x,2,
"GNOME Project","GNOME Gnumeric 1.x",1.x,2,0
"GNOME Project","GNOME empathy 1.x",1.x,2,0
"GNOME Project","Eye of Gnome 2.x",2.x,2,0
"GNOME Project","GNOME Structured File Library (libgsf) 1.x",1.x,2,0
"GNOME Project","GNOME GLib 2.x",2.x,2,0
"GNOME Project","Nautilus 2.x",2.x,2,0
"GNOME Project","Evince 2.x",2.x,2,0
"GNOME Project","GNOME power manager 2.x",2.x,2,0
"GNOME Project","GNOME Cheese 2.x",2.x,2,0
"GNOME Project","Vino 2.x",2.x,2,0
"GNOME Project","Nautilus 1.x",1.x,2,0
"GNOME Project","GNOME Evolution 2.x",2.x,2,0
"GNOME Project","Evolution 3.x",3.x,2,0
"GNOME Project","Evince 1.x",1.x,2,0
"GNOME Project","GNOME Cheese 1.x",1.x,2,0
"GNOME Project","Metacity 2.x",2.x,2,0
"GNOME Project","GNOME Evolution 1.x",1.x,2,0
"GNOME Project","Epiphany 2.x",2.x,2,0
"GNOME Project","GNOME power manager 1.x",1.x,2,0
"GNOME Project","GNOME Display Manager (GDM) 2.x",2.x,2,0
"GNOME Project","Metacity 1.x",1.x,2,0
"GNOME Project","Vino 3.x",3.x,2,0
"GNOME Project","Epiphany 1.x",1.x,2,0
"GNOME Project","GNOME Shell 2.x",2.x,2,0
"GNOME Project","GNOME Workstation Command Center (GWCC) 0.x",0.x,2,0
"GNOME Project","GNOME Empathy 3.x",3.x,2,0
"GNOME Project","Evince 0.x",0.x,2,0
"GNOME Project","Eye of Gnome 1.x",1.x,2,0
"GNOME Project","GNOME terminal 2.x",2.x,2,0
"GNOME Project","GNOME VFS 2.x",2.x,2,0
"GNOME Project","Totem 2.x",2.x,2,0
"GNOME Project","GNOME PeerCast 0.x",0.x,2,0
"GNOME Project","GNOME Online Accounts 3.x",3.x,2,0
"GNOME Project","gdk-pixbuf 2.x",2.x,2,0
"GNOME Project","Totem 1.x",1.x,2,0
"GNOME Project","GThumb 2.x",2.x,2,0
"GNOME Project","Tomboy 1.x",1.x,2,0
"GNOME Project","Ptlib 2.x",2.x,2,0
"GNOME Project","Gnome VTE 0.x",0.x,2,0
"GNOME Project","Seahorse 2.x",,2,0
"GNOME Project","GThumb 1.x",1.x,2,0
"GNOME Project","librsvg 2.x",2.x,2,0
"GNOME Project","Seahorse 1.x",1.x,2,0
"GNOME Project","Tomboy 0.x",,2,0
"GNOME Project","gnome-screensaver 3.x",3.x,2,0
"GNOME Project","GParted 0.x",0.x,2,0
"GNOME Project","GNOME empathy 2.x",2.x,2,0
"GNOME Project","GNOME Screensaver 2.x",2.x,2,0
"GNU Project","Gnatsweb 4.x",4.x,2,
"GNU Project","GNU findutils 4.x",4.x,2,0
"GNU Project","GNU Inetutils 0.x",0x,2,0
"GNU Project","GNATS 4.x",,2,
"GNU Project","GNU Core Utilities (coreutils) 5.x",5.x,2,1
"GNU Project","GNU Troff (groff) 1.x",1.x,2,0
"GNU Project","GNU Bison 2.x",2.x,2,0
"GNU Project","GNU sed 4.x",4.x,2,0
"GNU Project","GnuPG / gpg 2.x",2.x,2,0
"GNU Project","GNU Gnash 0.x",0.x,2,0
"GNU Project","GNU TeXmacs",1.x,2,0
"GNU Project","GnuTLS 3.x",3.x,2,0
"GNU Project","GNU Emacs 24.x",24.x,2,0
"GNU Project","GNU Grub 2.x",2.x,2,0
"GNU Project","GNU Bash 3.x",3.x,2,0
"GNU Project","GNU sed 3.x",3.x,2,0
"GNU Project","GNU Mailutils 0.x",0.x,2,0
"GNU Project","GNU Make 3.x",3.x,2,0
"GNU Project","GNU Enscript 1.x",1.x,2,0
"GNU Project","GNU Sharutils 4.x",4.x,2,0
"GNU Project","GNU Emacs 21.x",21.x,2,0
"GNU Project","GNU C Library (glibc) 2.x",2.x,2,0
"GNU Project","GNU Radius 1.x",1.x,2,0
"GNU Project","GNU inetutils 1.x",1.x,2,0
"GNU Project","GNU Grub 0.x",0.x,2,0
"GNU Project","GNU ZRTP 3.x",3.x,2,0
"GNU Project","Gpg4win 2.x",2.x,2,0
"GNU Project","GNU Autoconf 2.x",2.x,2,0
"GNU Project","GNU sed 2.x",2.x,2,0
"GNU Project","GNU Emacs 22.x",22.x,2,0
"GNU Project","libmicrohttpd 0.x",0.x,2,0
"GNU Project","GNU dbm (gdbm) 1.x",1.x,2,0
"GNU Project","GNU Screen 4.x",4.x,2,0
"GNU Project","GNU Privacy Guard Explorer Extension 1.x",1.x,2,
"GNU Project","Indent 2.x",2.x,2,
"GNU Project","GNU Automake 1.9.x",1.9.x,2,1
"GNU Project","GNU Queue 1.x",1.x,2,0
"GNU Project","GNU Grub 1.x",1.x,2,0
"GNU Project","libextractor 0.x",0.x,2,
"GNU Project","GNU sed 1.x",1.x,2,0
"GNU Project","GnuTLS libtasn1 Tiny ASN.1 library 0.x",0.x,2,
"GNU Project","GNU traceroute 1.x",1.x,2,0
"GNU Project","GNU Automake 1.8.x",1.8.x,2,1
"GNU Project","ESP Ghostscript 7.x",7.x,2,
"GNU Project","GNU Smalltalk 3.x",3.x,2,0
"GNU Project","GDB 7.x",7.x,2,0
"GNU Project","GNU ed 1.x",1.x,2,0
"GNU Project","GNU traceroute 2.x",2.x,2,0
"GNU Project","GNU Core utilities (coreutils) 6.x",6.x,2,1
"GNU Project","Anubis 3.9.x",3.9.x,2,
"GNU Project","GNU Binutils 2.x",2.x,2,0
"GNU Project","GNU Emacs 23.x",23.x,2,0
"GNU Project","GNU Screen 3.x",3.x,2,0
"GNU Project","GNU inetutils 2.x",2.x,2,0
"GNU Project","GnuTLS 2.x",2.x,2,0
"GNU Project","GNU wget 1.x",1.x,2,0
"GNU Project","GNU shtool 2.x",2.x,2,0
"GNU Project","Gnu GCC 3.x",3.x,2,0
"GNU Project","Gnu GCC 4.x",4.x,2,0
"GNU Project","GNU patch 2.x",2.x,2,0
"GNU Project","GNU gv 3.x",3.x,2,0
"GNU Project","GNU bash 4.x",4.x,2,0
"GNU Project","GNU Core Utilities (coreutils) 8.x",8.x,2,0
"GNU Project","Gawk 3.x",3.x,2,
"GNU Project","GNU Texinfo 4.x",4.x,2,0
"GNU Project","Anubis 3.6.x",3.6.x,2,
"GNU Project","GNU gettext 1.x",1.x,2,0
"GNU Project","Wget for Windows 1.x",1.x,2,0
"GNU Project","GNU M4 1.x",1.x,2,0
"GNU Project","GnuTLS 1.x",1.x,2,0
"GNU Project","GNU Cpio 2.x",2.x,2,0
"GNU Project","GnuTLS libtasn1 Tiny ASN.1 library 2.x",2.x,2,0
"GNU Project","Mtools 3.x",3.x,2,0
"GNU Project","GNU Core Utilities (coreutils) 7.x",7.x,2,0
"GNU Project","GNU Automake 1.11.x",1.11.x,2,0
"GNU Project","Sed for Windows 4.x",4.x,2,0
"GNU Project","GNU Tar 1.x",1.x,2,0
"GNU Project","Mtools 4.x",4.x,2,0
"GNU Project","GNU a2ps 4.x",4.x,2,
"GNU Project","grep 2.x",2.x,2,
"GNU Project","GNU gettext 0.x",0.x,2,0
"GNU Project","UnRTF 0.x",0.x,2,
"GNU Project","GDB 6.x",6.x,2,
"GNU Project","GNU Parted 1.x",1.x,2,0
"GNU Project","Dirmngr 1.x",1.x,2,0
"GNU Project","GNU nano 2.x",2.x,2,0
"GNU Project","GNU libtool 2.x",2.x,2,0
"GNU Project","GNU libtool 1.x",1.x,2,0
"GNU Project","Linux VServer 1.x",1.x,2,0
"GNU Project","GNU ed 0.x",0.x,2,0
"GNU Project","GNU Automake 1.10.x",1.10.x,2,0
"GNU Project","GNU File Utilities (fileutils) 4.x",4.x,2,0
Gnupg,"libksba 1.x",1.x,2,
Gnupg,"libksba 0.x",0.x,2,
"GO Dev Team","GO Contacts EX 2.x",2.x,2,0
"GO Dev Team","GO SMS Pro 5.x",5.x,2,0
"GO Launcher Dev Team","GO FBWidget 2.x",2.x,2,0
"GO Launcher Dev Team","Toucher Pro 1.x",1.x,2,0
"GO Launcher Dev Team","Next Browser 1.x",1.x,2,0
"GO Launcher Dev Team","GO TouchHelper 1.x",1.x,2,0
"GO Launcher Dev Team","Next Launcher 3D 1.x",1.x,2,0
"GO Launcher Dev Team","Toucher 1.x",1.x,2,0
"Gobal Delight","GlobalDelight Boom 1.x",1.x,2,0
GOETTFERT,"MFRView 3.x",3.x,2,0
gogo6,"gogoCLIENT 1.x",1.x,2,0
"Golden Bow Systems","Vopt 9.x",9.x,2,0
"Golden Bow Systems","VoptXP 7.x",7.x,2,0
"Golden Frog, Inc.","VyprVPN 2.x",2.x,2,0
"Golden Hawk Technology","CDRWIN 4.x",4.x,2,
"Golden Software","Grapher 4.x",4.x,2,
"GoldenShores Technologies, LLC","Brightest Flashlight Free 2.x",2.x,2,0
GoldScripts,"Goldlink 3.x",3.x,2,
GoldWave,"GoldWave 5.x",5.x,2,
GoldWave,"GoldWave 4.x",4.x,2,
"GOM software","GOM Encoder 1.x",1.x,2,
Gonafish,"BBCaffe 2.x",2.x,2,0
Gonicus,"Gonicus GOsa 2.x",2.x,2,
"Goober Networks","goober 1.x",1.x,2,
"Goober Networks","goober 2.x",2.x,2,0
"Good Technology","GoodLink Management Server 4.x",4.x,2,
"Good Technology","GoodLink Management Console 4.x",4.x,2,
"Good Technology","Good for Enterprise 8.x",8.x,2,0
"Good Technology","Good for Enterprise 6.x",6.x,2,0
"Good Technology","Good Messaging Server for Exchange 7.x",7.x,2,0
"Good Technology","GoodLink Server 4.x",4.x,2,
"Good Technology","Good for Enterprise for Windows Phone 2.x",2.x,2,0
"Good Technology","GoodLink Client 4.x",4.x,2,
"Good Technology","Good for Enterprise for Android 2.x",2.x,2,0
"Good Technology","Good Mobile Control for Domino 2.x",2.x,2,0
"Good Technology","Good for Enterprise for iOS 2.x",2.x,2,0
"Good Technology","Good Mobile Control for Exchange 2.x",2.x,2,0
"Good Technology","Good Messaging Server for Exchange 6.x",6.x,2,
"Good Technology","Good Messaging Server for Exchange 8.x",8.x,2,0
"Good Technology","Good Messaging Server for Exchange 5.x",5.x,2,
"Goodgirl Inc.","Strawberry 1.x",1.x,2,0
"Goodreads Inc.","Goodreads 1.x",1.x,2,0
Goodsol,"Pretty Good Solitaire 12.x",12.x,2,0
Goodsol,"Goodsol Free Solitaire 4.x",4.x,2,
"GoodTech Systems","GoodTech Telnet Server for Windows NT/2000/XP 4.x",4.x,2,
"GoodTech Systems","GoodTech FTP Server for Windows 95/98/ME 3.x",3.x,2,
"GoodTech Systems","GoodTech Telnet Server for Windows NT/2000/XP 5.x",5.x,2,
"GoodTech Systems","GoodTech Telnet Server for Windows 95/98/ME 2.x",2.x,2,
"GoodTech Systems","GoodTech SSH Server 6.x",6.x,2,
"GoodTech Systems","GoodTech SMTP Server for Windows NT/2000/XP 5.x",5.x,2,
"GoodTech Systems","GoodTech FTP Server for Windows NT/2000/XP 3.x",3.x,2,
goodvdsoft.com,"Goo DVD To Audio Converter 1.x",1.x,2,
goodvdsoft.com,"Easy DVD Converter 1.x",1.x,2,
goodvdsoft.com,"Goo DVD To RM Converter 1.x",1.x,2,
goodvdsoft.com,"Goo DVD To WMV Converter 1.x",1.x,2,
goodvdsoft.com,"Goo DVD To MPEG Converter 1.x",1.x,2,
goodvdsoft.com,"Goo DVD To OGG Converter 1.x",1.x,2,
goodvdsoft.com,"Goo DVD To WMA Converter 1.x",1.x,2,
goodvdsoft.com,"Goo DVD To WAV Converter 1.x",1.x,2,
goodvdsoft.com,"Goo DVD To MP3 Converter 1.x",1.x,2,
goodvdsoft.com,"Goo DVD To Video Converter 1.x",1.x,2,
Google,"Sky Map 1.x",1.x,2,0
Google,"Google Toolbar 3.x",3.x,2,0
Google,"Google Play Music 4.x",4.x,2,0
Google,"Google Chrome 34.x",34.x,2,0
Google,"Google Picasa for Mac 3.x",3.x,2,0
Google,"YouTube for Android 3.x",3.x,2,0
Google,"Google Search Appliance",,1,
Google,"Google Drive for Android 1.x",1.x,2,0
Google,"Google Chrome 12.x",12.x,2,1
Google,"StageTV 6.x",6.x,2,0
Google,"Google Chrome for iOS 33.x",33.x,2,0
Google,"Google Toolbar 4.x",4.x,2,0
Google,"Google Earth 4.x",4.x,2,1
Google,"Silver Efex Pro 2.x",2.x,2,0
Google,"Google Gadget ActiveX Control 5.x",5.x,2,0
Google,"Google Chrome Frame 8.x",8.x,2,0
Google,"Google Japanese Input 0.x",0.x,2,0
Google,"Chromecast 1.x",1.x,2,0
Google,"Google Chrome 35.x",35.x,2,0
Google,"Google Toolbar 7.x",7.x,2,0
Google,"Google Japanese Input 1.x",1.x,2,0
Google,"Google Chrome 11.x",11.x,2,1
Google,"Google Toolbar 1.x",1.x,2,0
Google,"Google Web Toolkit 2.x",2.x,2,0
Google,"Nik Sharpener Pro 3.x",3.x,2,0
Google,"Google Picasa 3.x",3.x,2,0
Google,"Meebo Notifier 1.x",1.x,2,1
Google,"Google Korean IME 0.x",0.x,2,0
Google,"Google Chrome 24.x",24.x,2,1
Google,"Google Pinyin Input 3.x",3.x,2,0
Google,"Dfine 2.x",2.x,2,0
Google,"Zagat 1.x",1.x,2,0
Google,"Google Mini Search Appliance",,1,
Google,"Google POP and IMAP troubleshooter 1.x",1.x,2,0
Google,"HDR Efex Pro 1.x",1.x,2,0
Google,"Google Play Music 5.x",5.x,2,0
Google,"Google Chrome 15.x",15.x,2,1
Google,"Google Chrome 13.x",13.x,2,1
Google,"Google Calendar Sync 0.x",0.x,2,0
Google,"Google Play Sound Search 1.x",1.x,2,0
Google,"Google Play Services 3.x",3.x,2,0
Google,"Google Talk 1.x",1.x,2,1
Google,"Google Chrome 1.x",1.x,2,1
Google,"Google Gears 0.x",0.x,2,0
Google,"Maps 7.x",7.x,2,0
Google,"Google Chrome 7.x",7.x,2,1
Google,"O3D Plugin (extension for firefox) 0.x",0.x,2,
Google,"Google+ 3.x",3.x,2,0
Google,"Cloud Print 0.x",0.x,2,0
Google,"Google Chrome 30.x",30.x,2,1
Google,"Snapseed 1.x",1.x,2,0
Google,"Google Chrome 8.x",8.x,2,1
Google,"Google+ 4.x",4.x,2,0
Google,"Google Chrome 16.x",16.x,2,1
Google,"Nik Sharpener Pro 2.x",2.x,2,0
Google,"Google Web Toolkit 1.x",1.x,2,
Google,"Google Chrome for Android 31.x",31.x,2,1
Google,"Google Voice 0.x",0.x,2,0
Google,"Google Play Books 2.x",2.x,2,0
Google,"Google SketchUp 8.x",8.x,2,0
Google,"O3D 1.x",1.x,2,
Google,"Google Play Magazines 2.x",2.x,2,0
Google,"YouTube for Android 5.x",5.x,2,0
Google,"Google Chrome 18.x",18.x,2,1
Google,"Google Chrome 27.x",27.x,2,1
Google,"GoogleToolbarNotifier 4.x",4.x,2,0
Google,"Google Chrome to Phone 2.x",2.x,2,0
Google,"distcc 2.x",2.x,2,0
Google,"Google Chrome 28.x",28.x,2,1
Google,"YouTube for Android 4.x",4.x,2,0
Google,"mod_pagespeed 0.x",0.x,2,0
Google,"Guice 3.x",3.x,2,0
Google,"Google Chrome 2.x",2.x,2,1
Google,"Google Chrome 25.x",25.x,2,1
Google,"Google SketchUp 7.x",7.x,2,
Google,"Google TalkBack 3.x",3.x,2,0
Google,"Google Music Manager 1.x",1.x,2,0
Google,"Google Chrome 26.x",26.x,2,1
Google,"Google Chrome 6.x",6.x,2,1
Google,"Silver Efex Pro 1.x",1.x,2,0
Google,"Google Earth 7.x",7.x,2,0
Google,"Google Finance 2.x",2.x,2,0
Google,"GoogleToolbarNotifier 5.x",5.x,2,0
Google,"Google Apps 1.x",1.x,2,
Google,"Google Drive 1.x",1.x,2,0
Google,"Google Earth 5.x",5.x,2,1
Google,"Analog Efex Pro 1.x",1.x,2,0
Google,Android SDK Tools 22.x,22.x,2,0
Google,"Google Chrome 5.x",5.x,2,1
Google,"Google Apps Sync 3.x",3.x,2,0
Google,"Google Chrome for Android 18.x",18.x,2,1
Google,"Gmail for Android 2.x",2.x,2,0
Google,"Google Desktop 2.x",2.x,2,
Google,"Google Play Magazines 1.x",1.x,2,0
Google,"Google Play Services 2.x",2.x,2,0
Google,"Google V8 JavaScript Engine 2.x",2.x,2,0
Google,"Google Apps Sync 2.x",2.x,2,0
Google,"Google Street View for Android 1.x",1.x,2,0
Google,"Google Talk Plugin 2.x",2.x,2,1
Google,"Android 2.x",2.x,1,0
Google,"Gmail for Android 4.x",4.x,2,0
Google,"Google Hindi Input 1.x",1.x,2,0
Google,"Google Earth 3.x",3.x,2,1
Google,"Google Chrome 10.x",10.x,2,1
Google,"Viveza 2.x",2.x,2,0
Google,"Google Chrome 31.x",31.x,2,1
Google,"Google SketchUp 6.x",6.x,2,
Google,"Hangouts 1.x",1.x,2,0
Google,"Google Chrome 32.x",32.x,2,1
Google,"Google Picasa 2.x",2.x,2,0
Google,"Google Chrome for iOS 32.x",32.x,2,0
Google,"Google Currents 2.x",2.x,2,0
Google,"Google Chrome 9.x",9.x,2,1
Google,"Google Chrome 4.x",4.x,2,1
Google,"AngularJS 1.x",1.x,2,0
Google,"Google Keep 2.x",2.x,2,0
Google,"My Tracks 2.x",2.x,2,0
Google,"Google Desktop 5.x",5.x,2,
Google,"Google Gesture Search 2.x",2.x,2,0
Google,"Hello! 1.x",1.x,2,
Google,"Google Play Movies &amp; TV 2.x",2.x,2,0
Google,"Android 4.x",4.x,1,0
Google,"Google Chrome 33.x",33.x,2,1
Google,"Google Chrome 3.x",3.x,2,1
Google,"mod_pagespeed 1.x",1.x,2,0
Google,"Google Chrome 20.x",20.x,2,1
Google,"Google Video Player 1.x",1.x,2,
Google,"Google Chrome for Android 33.x",33.x,2,0
Google,"HDR Efex Pro 2.x",2.x,2,0
Google,"Guava 13.x",13.x,2,0
Google,"Google Earth Plugin 6.x",6.x,2,0
Google,"Google Toolbar for Firefox 7.x (Extension for Firefox)",7.x,2,0
Google,"Google Wallet 1.x",1.x,2,0
Google,"GoogleToolbarUser_32.exe 7.x",7.x,2,0
Google,"Google Toolbar 2.x",2.x,2,0
Google,"Google Chrome 14.x",14.x,2,1
Google,"Google App Engine SDK for Python 1.x",1.x,2,0
Google,"Google Toolbar 6.x",6.x,2,0
Google,"Hangouts 2.x",2.x,2,0
Google,"Google Search 1.x",1.x,2,0
Google,"Google Play Games 1.x",1.x,2,0
Google,"Google Search 2.x",2.x,2,0
Google,"Color Efex Pro 4.x",4.x,2,0
Google,"Quickoffice Pro 5.x",5.x,2,0
Google,"Google Chrome Canary 24.x",24.x,2,0
Google,"Google Chrome 23.x",23.x,2,1
Google,"Maps 6.x",6.x,2,0
Google,"Google Goggles 1.x",1.x,2,0
Google,"Google Translate 2.x",2.x,2,0
Google,"Google Keep 1.x",1.x,2,0
Google,"Blogger 2.x",2.x,2,0
Google,"Google Keyboard 1.x",1.x,2,0
Google,"Google Chrome for iOS 26.x",26.x,2,0
Google,"Calaboration 1.x",1.x,2,0
Google,"Color Efex Pro 3.x",3.x,2,0
Google,"Android 3.x",3.x,1,0
Google,"Google Chrome 17.x",17.x,2,1
Google,"Google Chrome 19.x",19.x,2,1
Google,"Google Earth 6.x",6.x,2,0
Google,"FeedBurner FeedSmith 2.x",2.x,2,
Google,"Hangouts 4.x",4.x,2,0
Google,"Google Chrome 21.x",21.x,2,1
Google,"Google Chrome 29.x",29.x,2,1
Google,"Google Desktop Search 1.x",,2,
Google,"Google Chrome for Android 30.x",30.x,2,1
Google,"Guava 14.x",14.x,2,0
Google,"Google Chrome 22.x",22.x,2,1
Google,"Google SketchUp 5.x",5.x,2,
Google,"Google Gmail Notifier 1.x",1.x,2,
Google,"Google Calendar 2.x",2.x,2,0
Google,"YouTube for Android 2.x",2.x,2,0
GoPets,"GoPetsWeb ActiveX Control 1.x",1.x,2,
"GoPivotal, Inc.","Spring Web Services 2.x",2.x,2,0
"GoPivotal, Inc.","Acegi Security 1.x",1.x,2,0
GoPro,"GoPro for .NET 2.x",2.x,2,0
Gordano,NTMail,,2,
Gordano,"Gordano Messaging Suite / NTmail",,2,0
"GoRemote Internet Communications","GoRemote 5.x",5.x,2,
"GOSS Interactive","Goss iCM",,2,0
"Gossamer Threads","Gossamer Threads Links 2.x",,2,
"Gossamer Threads","Gossamer Threads Links SQL 3.x",,2,
gotomaxx,"gotomaxx PDFMAILER Standard 4.x",4.x,2,
gotomaxx,"gotomaxx PDFMAILER Standard 3.x",3.x,2,
GoTrusted,"GoTrusted 2.x",2.x,2,0
"Goversoft LLC","PrivaZer 1.x",1.x,2,0
"Goversoft LLC","PrivaZer 2.x",2.x,2,0
"GP Strategies Corporation","EtaPRO 9.x",9.x,2,0
GPLHost,"Domain Technologie Control 0.x",0.x,2,
gPotato,Flyff,,2,0
gPotato,"Allods Online 3.x",3.x,2,0
gPotato,Rappelz,,2,0
GPSoftware,"Directory Opus 10.x",10.x,2,0
GPSoftware,"Directory Opus 8.x",8.x,2,0
GPSoftware,"Directory Opus 9.x",9.x,2,
GPSoftware,"Directory Opus 6.2.x",6.2.x,2,
Gracebyte,"Gracebyte Network Assistant 3.x",3.x,2,
Gracenote,"Gracenote CDDBControl ActiveX Control 2.x",2.x,2,
"Grafik Power","Grafik CMS 1.x",1.x,2,0
"GraFX Software Solutions","Mini CWB 2.x",2.x,2,
"GRAHL software design","PDF Annotator 4.x",4.x,2,0
"GRAHL software design","AB-Edit 1.x",1.x,2,0
"GRAHL software design","PDF Annotator 3.x",3.x,2,0
"GRAHL software design","AB-Clock 2.x",2.x,2,0
"GRAHL software design","PDF Annotator 1.x",1.x,2,
Grandora,"Rialto 1.x",1.x,2,
"Grandstream Networks","Grandstream HandyTone HT488",,1,
"Grandstream Networks","Grandstream GXV Series IP Cameras",,1,0
"Grandstream Networks","Grandstream GXV3500 IP Video Encoder/Decoder",,1,0
"Grandstream Networks","Grandstream GXP-2000",1.x,1,
"Grandstream Networks","Grandstream GXV3501 / GXV3504 IP Video Encoders",,1,0
"Grandstream Networks","Grandstream BudgeTone 100 Series SIP Phones",,1,
"Grandstream Networks","Grandstream BudgeTone 200 Series SIP Phones",,1,
"Grandstream Networks","Grandstream GXV3000 IP Video Phone",,1,
"Granite Data Services","GraniteDS 2.x",2.x,2,0
"Granite Software Inc","ZMerge 5.x",5.x,2,
"Granite Software Inc","ZMerge 4.x",4.x,2,
GraParI.com,"Pirates of The Caribbean",,2,
"Graphic Technologies, Inc.","GTViewer 11.x",11.x,2,0
"GraphicsMagick Group","GraphicsMagick 1.x",1.x,2,0
GRAPHISOFT,"ArchiCAD 13.x",13.x,2,1
GRAPHISOFT,"ArchiCAD 14.x",14.x,2,0
"GraphOn Corp.","GO-Global Client for Windows Server 4.x",4.x,2,0
"GraphOn Corp.","GO-Global Host for Windows 3.x",3.x,2,
"GraphOn Corp.","GO-Global Client for Windows Server 3.x",3.x,2,
"Gravity Storm Software","Service Pack Manager 7.x",7.x,2,
"Gravity Storm Software","Service Pack Manager 2000 6.x",6.x,2,
"Great Bay Software","Beacon 3.x",3.x,1,0
"Great Bytes Software","ActiveNotifications 1.x",1.x,2,0
"Great White North Technologies","88 Edit 1.x",1.x,2,0
Greatclone.com,"Youtuber Clone",,2,
Greatclone.com,"GC Auction Platinum",,2,
"Greatis Software","Greatis UnHackMe 3.x",3.x,2,
"Greatis Software","BootRacer 4.x",4.x,2,0
"Greatis Software","Partizan 1.x",1.x,2,
"GREE, INC","Crime City 3.x",3.x,2,0
"GREE, INC","Knights &amp; Dragons 1.x",1.x,2,0
"GREE, INC","Modern War 3.x",3.x,2,0
"GREE, INC","Jackpot Slots - Slot Machines 1.x",1.x,2,0
"GREE, INC","Reign of Dragons: Build-Battle 2.x",2.x,2,0
GreenHouse,"GreenHouse Secure Command Manager (SECOM) 7.x",7.x,2,0
"Greenprint Technologies","Greenprint 2.x",2.x,2,
"Greenprint Technologies","GreenPrint World 1.x",1.x,2,0
"greenstreet Software","Capture 2.x",2.x,2,
"greenstreet Software","Foto Fusion Platinum 3.x",3.x,2,
"greenstreet Software","Photo Play 2.x",2.x,2,
"greenstreet Software","greenstreet PhotoFX 1.x",1.x,2,
"greenstreet Software","Picture Browser 1.x",1.x,2,
"greenstreet Software","KeyPad 4.x",4.x,2,
"greenstreet Software","Snapshot 3.x",3.x,2,
"GreenTree Applications SRL","FreeRIP 3.x",3.x,2,0
"GreenTree Applications SRL","FreeRIP 2.x",2.x,2,0
"GreenTree Applications SRL","FreeRIP 4.x",4.x,2,0
Greentube,"activexinstaller ActiveX Control 1.x",1.x,2,0
"Greenview Data, Inc.","Vedit 6.x",6.x,2,0
"Gresham Storage Solutions","Clareti Enterprise DistribuTape (EDT) 8.x",8.x,2,0
"Gresham Storage Solutions","Clareti Enterprise DistribuTape (EDT) 7.x",7.x,2,0
Gretech,"GOM Audio 2.x",2.x,2,0
Gretech,"ipopx ActiveX Control 1.x",1.x,2,0
Gretech,"GOM Player 2.x",2.x,2,0
"Greyware Automation Products, Inc","Domain Time II 5.x",5.x,2,0
Grid-Tools,"Grid-Tools Datamaker 11.x",11.x,2,0
GridinSoft,"Trojan Killer 2.x",2.x,2,0
"Griffin Technology","Final Vinyl 2.x",2.x,2,0
"Grig Software","Compare It! 2.x",2.x,2,
"Grig Software","Compare It! 3.x",3.x,2,
"Grindr LLC","Grindr - Gay bi &amp; curious guy 1.x",1.x,2,0
Grisoft,"ewido anti-spyware 4.x",4.x,2,
Grisoft,"ewido anti-malware 3.x",3.x,2,
"Grissett, LLC.","Photo Cart 4.x",4.x,2,0
